Outcome,Dismissal,Innings,HostCountry,InnBalls,BatTeam,TeamWkts,TeamScore,TeamLead,Batter,BatScore,BatBalls,BatAvg,BatSR,BatArm,BowlTeam,Bowler,BowlBalls,BowlRuns,BowlWkts,BowlAvg,BowlSR,BowlType,SpellBalls,SpellRuns,SpellWkts,TossWin,TossElect,BatTeamTotalRuns,BatTeamTotalWkts,BowlTeamTotalRuns,BowlTeamTotalWkts,Commentary,InnsBalls
2,no,1,BAN,10,BAN,1,0,0,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Junaid Siddique, 2 runs, whipped away off the back foot wide of short leg for a couple of runs, Junaid, replacing Nafees, gets off the mark and so do Bangladesh",10
1lb,no,1,BAN,11,BAN,1,2,2,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Junaid Siddique, 1 leg bye, straying on the leg stump, clipped away towards fine leg for a single",11
1,no,1,BAN,12,BAN,1,3,3,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Junaid Siddique, 1 run, lands on a good length on the off and he tries to drive it through the line, gets a thick inside edge down towards fine leg, a touch lucky there",12
0,no,1,BAN,13,BAN,1,4,4,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Tamim Iqbal, no run, short and wide and he is tempted to play the cut but it moves away and he doesn't connect",13
W,out,1,BAN,14,BAN,1,4,4,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Tamim Iqbal, OUT, Tamim's gone, superb stuff from Zaheer who gets it to nip back in after pitching it on a good length on the off, Tamim got forward, only just,  and tried to close the face but was a little late in adjusting to the movement and it crashed into middle and off",14
0,no,1,BAN,15,BAN,2,4,4,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Mohammad Ashraful, no run, coming in after bowling it on a good length, pushed it back to the bowler",15
0,no,1,BAN,16,BAN,2,4,4,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Mohammad Ashraful, no run, appeal for lbw, came back in again, struck on the pads, it pitched on middle but was going down leg, not moving his feet much there",16
4,no,1,BAN,17,BAN,2,4,4,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Mohammad Ashraful, FOUR runs, a slight release there, a half-volley on the pads and Ashraful seizes it early, flicking it stylishly past midwicket for a boundary",17
0,no,1,BAN,18,BAN,2,8,8,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Junaid Siddique, no run, India almost had another one, short of a good length and came back in from outside off, trying to defend it with bat close to pad, gets an inside edge onto the pads and it drops just in front of short leg, who's a little deep than normal",18
0,no,1,BAN,19,BAN,2,8,8,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Junaid Siddique, no run, short of a good length outside off, shoulders arms to let it through",19
0,no,1,BAN,20,BAN,2,8,8,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Junaid Siddique, no run, pushed it fuller and he punches it back to the bowler",20
2,no,1,BAN,21,BAN,2,8,8,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Junaid Siddique, 2 runs, testing bowling from India here, Junaid had no idea about that, shot off the pitch from middle and he tried to fend it away, took the high end of the bat and was fortunate there was no square leg in place",21
2,no,1,BAN,22,BAN,2,10,10,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Junaid Siddique, 2 runs, shortish again, gets into position early this time, rocking back and working it away past short leg for a couple",22
0,no,1,BAN,23,BAN,2,12,12,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Junaid Siddique, no run, beaten, fullish on the off and draws him into playing the drive, moves away to beat the outside edge, excellent bowling by India's seamers",23
1,no,1,BAN,24,BAN,2,12,12,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Mohammad Ashraful, 1 run, targeting middle and leg, flicked away to fine leg for a single",24
W,out,1,BAN,25,BAN,2,13,13,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Junaid Siddique, OUT, another wicket down the leg side, short outside leg and he tries to help it on its away to fine leg, swivels and gets a glove to it, no doubts this time and it heads straight to Dhoni",25
0,no,1,BAN,26,BAN,3,13,13,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Raqibul Hasan, no run, gets it to move away this time, bowls it on a good length, he gets forward and prods at it, shoots away to just escape the outside edge",26
0,no,1,BAN,27,BAN,3,13,13,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Raqibul Hasan, no run, short of a good length outside off, taps it towards point",27
0,no,1,BAN,28,BAN,3,13,13,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Raqibul Hasan, no run, pushing it on a length on the off, rocks forward and defends it solidly towards mid-off",28
0,no,1,BAN,29,BAN,3,13,13,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Raqibul Hasan, no run, bowled it short outside off, bends low and allows it through to the keeper",29
0,no,1,BAN,30,BAN,3,13,13,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Mohammad Ashraful, no run, appeal for lbw, nipping in from a good length on middle, tries to whack it over square leg, he's going for his shots, is struck on the pads but that was drifting down leg",30
2,no,1,BAN,31,BAN,3,13,13,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Mohammad Ashraful, 2 runs, gets forward and closes the face on that one, working it past midwicket for a couple of runs",31
0,no,1,BAN,32,BAN,3,15,15,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Mohammad Ashraful, no run, bowled it full on middle, drove it back firmly to the bowler who bent low and fielded it well on his follow through",32
0,no,1,BAN,33,BAN,3,15,15,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Mohammad Ashraful, no run, getting it to move in again, tries to clip it behind square, is struck high on the pads and it drops in front of short leg",33
0,no,1,BAN,34,BAN,3,15,15,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Mohammad Ashraful, no run, short of a length outside off, shoulders arms to the keeper",34
0,no,1,BAN,35,BAN,3,15,15,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Mohammad Ashraful, no run, lands on a good length outside off, pushes at it though there was no need to, misses and is beaten",35
0,no,1,BAN,36,BAN,3,15,15,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Raqibul Hasan, no run, bowls it on a good length outside off, shoots in and he defends by getting outside the line",36
0,no,1,BAN,37,BAN,3,15,15,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Raqibul Hasan, no run, leaving the right hander this time, moving away, shoulders arms to the keeper",37
1,no,1,BAN,38,BAN,3,15,15,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Raqibul Hasan, 1 run, full and wide, they're making them play, tries to drive that through cover, ends up getting a thick inside edge behind square for a single",38
4,no,1,BAN,39,BAN,3,16,16,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Mohammad Ashraful, FOUR runs, shot, finds the boundary, pitched it on a length and he obliged by cracking it hard between cover and point to the ropes",39
1,no,1,BAN,40,BAN,3,20,20,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Mohammad Ashraful, 1 run, pushed it off the front foot wide of mid-on for a single",40
0,no,1,BAN,41,BAN,3,21,21,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Raqibul Hasan, no run, hurls it full on the off stump, driven firmly but straight to mid-off",41
4,no,1,BAN,42,BAN,3,21,21,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Mohammad Ashraful, FOUR runs, lucky, full outside off and he tries to force it through the leg side, it moves away and produces the leading edge over point for a boundary",42
0,no,1,BAN,43,BAN,3,25,25,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Mohammad Ashraful, no run, short of a length outside off, moving away and he lets it be",43
0,no,1,BAN,44,BAN,3,25,25,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Mohammad Ashraful, no run, nipped back in and he was late to spot the movement, got outside the line to defend and ended up getting an inside edge onto his pads",44
1,no,1,BAN,45,BAN,3,25,25,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Mohammad Ashraful, 1 run, well fielded by Yuvraj, bowled it on a good length and he played it hard wide of Yuvraj at point who dived, stopped and threw down the stumps at the non-striker's end, but they take a single off the ricochet",45
0,no,1,BAN,46,BAN,3,26,26,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Raqibul Hasan, no run, swinging in, pushes it back with a straight bat to the bowler",46
0,no,1,BAN,47,BAN,3,26,26,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Raqibul Hasan, no run, short of a good length outside off, prods at it but it shoots away to leave the batsman",47
0,no,1,BAN,48,BAN,3,26,26,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Mohammad Ashraful, no run, shortish outside off, wide enough for him to leave it be",48
0,no,1,BAN,49,BAN,3,26,26,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Mohammad Ashraful, no run, bowled it full and he drove it well but straight to cover",49
2,no,1,BAN,50,BAN,3,26,26,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Mohammad Ashraful, 2 runs, bowls it on a good length on the off and gets it to move in, turned away really fine for a couple of runs",50
5,no,1,BAN,51,BAN,3,28,28,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Mohammad Ashraful, 5 runs, Ojha concedes five runs, never had a reputation to be the best of fielders, played towards him in front of mid-on and he throws needlessly at the strike's end, no one to back up and rolls down the fine-leg boundary",51
0,no,1,BAN,52,BAN,3,33,33,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Raqibul Hasan, no run, bowls it on a good length outside off, leaves it alone",52
2,no,1,BAN,53,BAN,3,33,33,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Raqibul Hasan, 2 runs, pushed it on a good length on the off, again gets a thick inside edge while trying to play the drive, wide of midwicket for two more",53
0,no,1,BAN,54,BAN,3,35,35,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Mohammad Ashraful, no run, short of a length outside off, leaves it alone as it moves away",54
0,no,1,BAN,55,BAN,3,35,35,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Mohammad Ashraful, no run, nips in from a good length on the off, defended towards cover",55
4,no,1,BAN,56,BAN,3,35,35,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Mohammad Ashraful, FOUR runs, pitched it up and he doesn't want to waste the opportunity, drives it hard down the ground to beat mid-on to the ropes",56
0,no,1,BAN,57,BAN,3,39,39,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Mohammad Ashraful, no run, there's no short leg, short of a good length and he gets an inside edge onto the pads but there's no close-in fielder on the leg side to snap that as it lobs up",57
4,no,1,BAN,58,BAN,3,39,39,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Mohammad Ashraful, FOUR runs, four more, pitched it up outside off, he leant forward and stroked it confidently wide of mid-off and extra cover",58
0,no,1,BAN,59,BAN,3,43,43,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Mohammad Ashraful, no run, short of a good length outside off, pokes at it needlessly, shoots past the outside edge",59
0,no,1,BAN,60,BAN,3,43,43,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Raqibul Hasan, no run, short of a good length on the off, punched off the back foot to cover",60
0,no,1,BAN,61,BAN,3,43,43,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Raqibul Hasan, no run, lands on a good length on the off, drives it straight to mid-off",61
0,no,1,BAN,62,BAN,3,43,43,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Raqibul Hasan, no run, shortish, rocks on the back foot and taps it to cover",62
0,no,1,BAN,63,BAN,3,43,43,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Raqibul Hasan, no run, bouncer bowled at 133.3 kmph, ducks under it easily",63
1,no,1,BAN,64,BAN,3,43,43,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Raqibul Hasan, 1 run, lands on a good length outside off, tries to drive it past extra cover and not for the first time does he get an inside edge wide of midwicket for a single",64
0,no,1,BAN,65,BAN,3,44,44,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Mohammad Ashraful, no run, short of a length outside off, shoulders arms to that one",65
0,no,1,BAN,66,BAN,3,44,44,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Raqibul Hasan, no run, short of a good length on the off, he's the quieter of the two, allows it to go through to the keeper",66
0,no,1,BAN,67,BAN,3,44,44,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Raqibul Hasan, no run, shortish on the off, knocks it down on the off side",67
0,no,1,BAN,68,BAN,3,44,44,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Raqibul Hasan, no run, bowled it on a length on the off, pushed it with a straight bat back to the bowler",68
0,no,1,BAN,69,BAN,3,44,44,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Raqibul Hasan, no run, back of a length outside off, leaves it alone to the keeper",69
0,no,1,BAN,70,BAN,3,44,44,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Raqibul Hasan, no run, not much movement as earlier in the day, appears to hold its line there, tries to play forward",70
W,out,1,BAN,71,BAN,3,44,44,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Raqibul Hasan, OUT, four down, Raqibul, who was restrained upto this point, attempted a drive to a fullish delivery outside off that was angled in from slightly wide of the crease, got a thick outside edge straight to Dravid at second slip",71
1,no,1,BAN,72,BAN,4,44,44,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Ojha to Mohammad Ashraful, 1 run, shortish on middle, worked away off the back foot through square leg for a couple of runs, one short called by the umpire",72
2,no,1,BAN,73,BAN,4,45,45,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Ojha to Mohammad Ashraful, 2 runs, flighted on middle, driven through midwicket for a couple of runs, Tendulkar hurls it back",73
4,no,1,BAN,74,BAN,4,47,47,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Ojha to Mohammad Ashraful, FOUR runs, tossed up outside off, makes a bit of room and square-drives it through point to the boundary",74
W,out,1,BAN,75,BAN,4,51,51,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Ojha to Mohammad Ashraful, OUT, Stumped, Ashraful wanted to continue his attacking game, that didn't spin, tossed up outside off, came down the track and tried to smash it over the in-field on the leg side, missed, was way out of his crease and Dhoni did the rest",75
0,no,1,BAN,76,BAN,5,51,51,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Ojha to Mushfiqur Rahim, no run, short of a length on middle, defended off the back foot",76
2,no,1,BAN,77,BAN,5,51,51,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Ojha to Mushfiqur Rahim, 2 runs, pushed away into the off side for a couple of runs",77
0,no,1,BAN,78,BAN,5,53,53,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Shakib Al Hasan, no run, bowls it on a good length on the off, pushed through the line to mid-off",78
0,no,1,BAN,79,BAN,5,53,53,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Shakib Al Hasan, no run, short of a good length on the off, defended towards cover",79
0,no,1,BAN,80,BAN,5,53,53,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Shakib Al Hasan, no run, short outside leg stump, has nothing to do with it",80
0,no,1,BAN,81,BAN,5,53,53,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Shakib Al Hasan, no run, short of a good length on middle, turns the face to play it behind square",81
0,no,1,BAN,82,BAN,5,53,53,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Shakib Al Hasan, no run, pitches outside leg and moves in, strikes him on the pads as he tries to whip it square, strong appeal but that can't be given",82
1,no,1,BAN,83,BAN,5,53,53,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Sharma to Shakib Al Hasan, 1 run, forced it through the leg side wide of midwicket for a couple of runs",83
4,no,1,BAN,84,BAN,5,54,54,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Ojha to Shakib Al Hasan, FOUR runs, tossed up on the off, strides forward and times it beautifully as he drives it past Zaheer at mid-off to the boundary, nicely timed",84
0,no,1,BAN,85,BAN,5,58,58,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Ojha to Shakib Al Hasan, no run, short of a length on middle, worked away towards short leg",85
1,no,1,BAN,86,BAN,5,58,58,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Ojha to Shakib Al Hasan, 1 run, that must have hurt, tossed up on middle, sweeps it hard and strikes M Vijay on the shin, recovers well to field it and throw it back to the keeper",86
0,no,1,BAN,87,BAN,5,59,59,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Ojha to Mushfiqur Rahim, no run, bowled it full on middle, defends it solidly into the off side",87
0,no,1,BAN,88,BAN,5,59,59,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Ojha to Mushfiqur Rahim, no run, gets on the front foot and dabs it in front of the close-in fielder on the off side",88
0,no,1,BAN,89,BAN,5,59,59,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Ojha to Mushfiqur Rahim, no run, short of a length on the off, cut away but towards point",89
0,no,1,BAN,90,BAN,5,59,59,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Shakib Al Hasan, no run, bowls it on a good length on the off, defended firmly back to the bowler",90
1,no,1,BAN,91,BAN,5,59,59,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Shakib Al Hasan, 1 run, sliding down leg, clips it behind square for a single",91
0,no,1,BAN,92,BAN,5,60,60,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Mushfiqur Rahim, no run, short of a good length on middle, gets on the back foot and taps it back to the bowler",92
0,no,1,BAN,93,BAN,5,60,60,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Mushfiqur Rahim, no run, short of a length outside off, leaving the right hander, shoulders arms",93
0,no,1,BAN,94,BAN,5,60,60,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Mushfiqur Rahim, no run, short of a length, turned into the leg side towards square leg",94
0,no,1,BAN,95,BAN,5,60,60,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Mushfiqur Rahim, no run, gets on the front foot and knocks it down hard towards cover",95
0,no,1,BAN,96,BAN,5,60,60,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Ojha to Shakib Al Hasan, no run, another blow to the poor Vijay at short leg, slog-swept this time and the brave man takes it on the back",96
1,no,1,BAN,97,BAN,5,60,60,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Ojha to Shakib Al Hasan, 1 run, another sweep but just wide of short leg this time, wide of square leg for a single",97
0,no,1,BAN,98,BAN,5,61,61,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Ojha to Mushfiqur Rahim, no run, turns from leg stump towards off, moves all the way back and defends it on the itch",98
0,no,1,BAN,99,BAN,5,61,61,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Ojha to Mushfiqur Rahim, no run, flighted on middle, reaches forward and dabs it back on the pitch",99
0,no,1,BAN,100,BAN,5,61,61,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Ojha to Mushfiqur Rahim, no run, flighted outside off, taps it wide of silly point for a single",100
0,no,1,BAN,101,BAN,5,61,61,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Ojha to Mushfiqur Rahim, no run, flighted outside off, lands full and plays it back to the bowler",101
0,no,1,BAN,102,BAN,5,61,61,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Shakib Al Hasan, no run, short of a length outside off, moving away, bowled at 132.8 kmph, goes the cut, misses",102
0,no,1,BAN,103,BAN,5,61,61,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Shakib Al Hasan, no run, ",103
1,no,1,BAN,104,BAN,5,61,61,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Shakib Al Hasan, 1 run, dropped into the leg side off the back foot wide of midwicket for a single",104
4,no,1,BAN,105,BAN,5,62,62,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Mushfiqur Rahim, FOUR runs, shot, full outside off and he cashes in, crunching it elegantly through eztra cover to the boundary",105
0,no,1,BAN,106,BAN,5,66,66,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Mushfiqur Rahim, no run, lands on a good length outside off, Mushfiqur restrains himself this time, leaving it alone",106
0,no,1,BAN,107,BAN,5,66,66,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Mushfiqur Rahim, no run, nips in this time, pushes him back but he meets it with a full face back to the bowler",107
0,no,1,BAN,108,BAN,5,66,66,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Harbhajan Singh to Shakib Al Hasan, no run, turns away from a good length outside off, leaves it alone to the keeper",108
0,no,1,BAN,109,BAN,5,66,66,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Harbhajan Singh to Shakib Al Hasan, no run, short of a length on the off, turning away, leaves it be",109
0,no,1,BAN,110,BAN,5,66,66,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Harbhajan Singh to Shakib Al Hasan, no run, flighted on leg stump, tries to go for the sweep, it turns and catches him on the elbow",110
0,no,1,BAN,111,BAN,5,66,66,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Harbhajan Singh to Shakib Al Hasan, no run, goes for the sweep again but can't connect",111
0,no,1,BAN,112,BAN,5,66,66,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Harbhajan Singh to Shakib Al Hasan, no run, short of a good length outside off, has nothing to do with it",112
0,no,1,BAN,113,BAN,5,66,66,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Harbhajan Singh to Shakib Al Hasan, no run, angling in towards middle and leg, gets forward to defend, takes him on the pads and lobs up to short leg",113
0,no,1,BAN,114,BAN,5,66,66,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Mushfiqur Rahim, no run, short of a length on middle, pulls it away but can't get hold of it, straight to midwicket",114
0,no,1,BAN,115,BAN,5,66,66,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Mushfiqur Rahim, no run, bangs it hard on middle, ducks under it comfortably",115
0,no,1,BAN,116,BAN,5,66,66,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Mushfiqur Rahim, no run, sliding down leg, shortish and he tries to glance it fine but can't",116
0,no,1,BAN,117,BAN,5,66,66,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Mushfiqur Rahim, no run, short of a good length outside off, holds its line, leaves it alone to the keeper",117
4,no,1,BAN,118,BAN,5,66,66,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Mushfiqur Rahim, FOUR runs, full and wide, goes for it, opening the face at the right time to square-drive it past a diving point to the boundary",118
0,no,1,BAN,119,BAN,5,70,70,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Khan to Mushfiqur Rahim, no run, short of a good length outside off, holds its line and he lets it through",119
0,no,1,BAN,120,BAN,5,70,70,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Harbhajan Singh to Shakib Al Hasan, no run, flighted outside off, bends low to play the sweep, turns away to beat the swing of the bat",120
0,no,1,BAN,121,BAN,5,70,70,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Harbhajan Singh to Shakib Al Hasan, no run, angling it on middle, digs it out back on the pitch",121
0,no,1,BAN,122,BAN,5,70,70,,,,,,,IND,,,,,,,,,,,BAN,bat,545,20,546,8,"Harbhajan Singh to Shakib Al Hasan, no run, drifting in towards middle and off, rocks forward and taps it on the off side",122
